"HETER_GROUP","REC_PARENT","FORMED_GEN","NOTE_AA_text","QPM_ZN_DONOR","Reference","SOWDATE","YEARCODE","ACCNAME","HARVDATE","PRODSEASON","PRODLOC","PLOTS_IN_TRIAL","ACTION","LNAME","PED","Group Source Preferred Name","Group Source GID","Method Code","Male Parent Preferred Name","Immediate Source Name","Immediate Source GID","Male Parent GID","Units","Lots","Location","Available","Creation Date","Method Group","Method Number","PreferredID","Breeding Method Name","Female Parent Preferred Name","Preferred Name","Location Abbr","GroupID","Cross","GUID","Female Parent GID","GID"
,"N/A",,,"N/A","","20220830","C","X2G03U2745","20221215","2022C","centro","C1899-30","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-30","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2745","CE","0","X2G03U2745","2QEDGPQ7ebPq1","","2415"
,"N/A",,,"N/A","","20220830","C","X2G03U2746","20221215","2022C","centro","C1899-31","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-31","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2746","CE","0","X2G03U2746","2QEDGyaQo5BSH","","2416"
,"N/A",,,"N/A","","20220830","C","X2G03U2747","20221215","2022C","centro","C1899-32","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-32","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2747","CE","0","X2G03U2747","2QEDGJpGf5iOa","","2417"
,"N/A",,,"N/A","","20220830","C","X2G03U2748","20221215","2022C","centro","C1899-33","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-20)-33","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2748","CE","0","X2G03U2748","2QEDG5FkfGgjJ","","2418"
,"N/A",,,"N/A","","20220830","C","X2G03U2749","20221215","2022C","centro","C1900-1","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-1","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2749","CE","0","X2G03U2749","2QEDGHSo7j7PS","","2419"
,"N/A",,,"N/A","","20220830","C","X2G03U2750","20221215","2022C","centro","C1900-2","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-2","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2750","CE","0","X2G03U2750","2QEDGLPHTouBD","","2420"
,"N/A",,,"N/A","","20220830","C","X2G03U2751","20221215","2022C","centro","C1900-3","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-3","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2751","CE","0","X2G03U2751","2QEDGaDUs1r3B","","2421"
,"N/A",,,"N/A","","20220830","C","X2G03U2752","20221215","2022C","centro","C1900-4","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-4","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2752","CE","0","X2G03U2752","2QEDG1Bzu8LsC","","2422"
,"N/A",,,"N/A","","20220830","C","X2G03U2753","20221215","2022C","centro","C1900-5","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-5","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2753","CE","0","X2G03U2753","2QEDGMupNo6PP","","2423"
,"N/A",,,"N/A","","20220830","C","X2G03U2754","20221215","2022C","centro","C1900-6","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-6","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2754","CE","0","X2G03U2754","2QEDGnqNz7zYF","","2424"
,"N/A",,,"N/A","","20220830","C","X2G03U2755","20221215","2022C","centro","C1900-7","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-7","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2755","CE","0","X2G03U2755","2QEDGNpCBXfXh","","2425"
,"N/A",,,"N/A","","20220830","C","X2G03U2756","20221215","2022C","centro","C1900-8","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-8","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2756","CE","0","X2G03U2756","2QEDGo1ojzUKh","","2426"
,"N/A",,,"N/A","","20220830","C","X2G03U2757","20221215","2022C","centro","C1900-9","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-9","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2757","CE","0","X2G03U2757","2QEDG54EUVxt0","","2427"
,"N/A",,,"N/A","","20220830","C","X2G03U2758","20221215","2022C","centro","C1900-10","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-10","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2758","CE","0","X2G03U2758","2QEDGAla4rdYq","","2428"
,"N/A",,,"N/A","","20220830","C","X2G03U2759","20221215","2022C","centro","C1900-11","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-11","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2759","CE","0","X2G03U2759","2QEDG2zPsl9bR","","2429"
,"N/A",,,"N/A","","20220830","C","X2G03U2760","20221215","2022C","centro","C1900-12","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-12","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2760","CE","0","X2G03U2760","2QEDGkPrTKPBT","","2430"
,"N/A",,,"N/A","","20220830","C","X2G03U2761","20221215","2022C","centro","C1900-13","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-13","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2761","CE","0","X2G03U2761","2QEDGhAt58t9z","","2431"
,"N/A",,,"N/A","","20220830","C","X2G03U2762","20221215","2022C","centro","C1900-14","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-14","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2762","CE","0","X2G03U2762","2QEDGtOr8TEpv","","2432"
,"N/A",,,"N/A","","20220830","C","X2G03U2763","20221215","2022C","centro","C1900-15","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-15","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2763","CE","0","X2G03U2763","2QEDGed7GVSCG","","2433"
,"N/A",,,"N/A","","20220830","C","X2G03U2764","20221215","2022C","centro","C1900-16","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-16","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2764","CE","0","X2G03U2764","2QEDG5BFYy3fu","","2434"
,"N/A",,,"N/A","","20220830","C","X2G03U2765","20221215","2022C","centro","C1900-17","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-17","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2765","CE","0","X2G03U2765","2QEDGkeyCw4Y5","","2435"
,"N/A",,,"N/A","","20220830","C","X2G03U2766","20221215","2022C","centro","C1900-18","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-18","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2766","CE","0","X2G03U2766","2QEDGsFL2NF5W","","2436"
,"N/A",,,"N/A","","20220830","C","X2G03U2767","20221215","2022C","centro","C1900-19","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-19","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2767","CE","0","X2G03U2767","2QEDGpSLZox0y","","2437"
,"N/A",,,"N/A","","20220830","C","X2G03U2768","20221215","2022C","centro","C1900-20","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-20","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2768","CE","0","X2G03U2768","2QEDGOKYia9om","","2438"
,"N/A",,,"N/A","","20220830","C","X2G03U2769","20221215","2022C","centro","C1900-21","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-21","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2769","CE","0","X2G03U2769","2QEDGAj34zDLI","","2439"
,"N/A",,,"N/A","","20220830","C","X2G03U2770","20221215","2022C","centro","C1900-22","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-22","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2770","CE","0","X2G03U2770","2QEDGh9p0TuLm","","2440"
,"N/A",,,"N/A","","20220830","C","X2G03U2771","20221215","2022C","centro","C1900-23","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-23","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2771","CE","0","X2G03U2771","2QEDGYekoJKAC","","2441"
,"N/A",,,"N/A","","20220830","C","X2G03U2772","20221215","2022C","centro","C1900-24","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-22)-24","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2772","CE","0","X2G03U2772","2QEDGwCKpgCqH","","2442"
,"N/A",,,"N/A","","20220830","C","X2G03U2773","20221215","2022C","centro","C1901-1","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-1","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2773","CE","0","X2G03U2773","2QEDGPoJZpeDo","","2443"
,"N/A",,,"N/A","","20220830","C","X2G03U2774","20221215","2022C","centro","C1901-2","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-2","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2774","CE","0","X2G03U2774","2QEDGKtEHJzHM","","2444"
,"N/A",,,"N/A","","20220830","C","X2G03U2775","20221215","2022C","centro","C1901-3","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-3","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2775","CE","0","X2G03U2775","2QEDGOcxeZuPK","","2445"
,"N/A",,,"N/A","","20220830","C","X2G03U2776","20221215","2022C","centro","C1901-4","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-4","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2776","CE","0","X2G03U2776","2QEDGHjpjnGzr","","2446"
,"N/A",,,"N/A","","20220830","C","X2G03U2777","20221215","2022C","centro","C1901-5","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-5","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2777","CE","0","X2G03U2777","2QEDGxf7kqkey","","2447"
,"N/A",,,"N/A","","20220830","C","X2G03U2778","20221215","2022C","centro","C1901-6","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-6","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2778","CE","0","X2G03U2778","2QEDGghgjsGUh","","2448"
,"N/A",,,"N/A","","20220830","C","X2G03U2779","20221215","2022C","centro","C1901-7","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-7","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2779","CE","0","X2G03U2779","2QEDGeH0ic3FB","","2449"
,"N/A",,,"N/A","","20220830","C","X2G03U2780","20221215","2022C","centro","C1901-8","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-8","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2780","CE","0","X2G03U2780","2QEDGy1OdBMl9","","2450"
,"N/A",,,"N/A","","20220830","C","X2G03U2781","20221215","2022C","centro","C1901-9","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-9","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2781","CE","0","X2G03U2781","2QEDGfvfI6Jnb","","2451"
,"N/A",,,"N/A","","20220830","C","X2G03U2782","20221215","2022C","centro","C1901-10","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-10","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2782","CE","0","X2G03U2782","2QEDGMoXCoopx","","2452"
,"N/A",,,"N/A","","20220830","C","X2G03U2783","20221215","2022C","centro","C1901-11","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-11","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2783","CE","0","X2G03U2783","2QEDGafZo94Xi","","2453"
,"N/A",,,"N/A","","20220830","C","X2G03U2784","20221215","2022C","centro","C1901-12","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-12","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2784","CE","0","X2G03U2784","2QEDGvfkdEC6D","","2454"
,"N/A",,,"N/A","","20220830","C","X2G03U2785","20221215","2022C","centro","C1901-13","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-13","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2785","CE","0","X2G03U2785","2QEDG6JedhkOo","","2455"
,"N/A",,,"N/A","","20220830","C","X2G03U2786","20221215","2022C","centro","C1901-14","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-14","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2786","CE","0","X2G03U2786","2QEDGCxaQg6UM","","2456"
,"N/A",,,"N/A","","20220830","C","X2G03U2787","20221215","2022C","centro","C1901-15","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-15","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2787","CE","0","X2G03U2787","2QEDGYWuE4j2C","","2457"
,"N/A",,,"N/A","","20220830","C","X2G03U2788","20221215","2022C","centro","C1901-16","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-16","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2788","CE","0","X2G03U2788","2QEDGOyK8Kfpd","","2458"
,"N/A",,,"N/A","","20220830","C","X2G03U2789","20221215","2022C","centro","C1901-17","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-17","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2789","CE","0","X2G03U2789","2QEDG3d1sZyft","","2459"
,"N/A",,,"N/A","","20220830","C","X2G03U2790","20221215","2022C","centro","C1901-18","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-18","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2790","CE","0","X2G03U2790","2QEDG5nNrkx5J","","2460"
,"N/A",,,"N/A","","20220830","C","X2G03U2791","20221215","2022C","centro","C1901-19","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-19","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2791","CE","0","X2G03U2791","2QEDGNsLJAl9c","","2461"
,"N/A",,,"N/A","","20220830","C","X2G03U2792","20221215","2022C","centro","C1901-20","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-20","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2792","CE","0","X2G03U2792","2QEDGYVA6tCOG","","2462"
,"N/A",,,"N/A","","20220830","C","X2G03U2793","20221215","2022C","centro","C1901-21","selfed",,"([3*CLWQHZN49/CLQRCWQ120]-23)-21","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2793","CE","0","X2G03U2793","2QEDG2uPXA0g1","","2463"
,"N/A",,,"N/A","","20220830","C","X2G03U2794","20221215","2022C","centro","C1902-1","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-1","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2794","CE","0","X2G03U2794","2QEDGW6S18cWv","","2464"
,"N/A",,,"N/A","","20220830","C","X2G03U2795","20221215","2022C","centro","C1902-2","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-2","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2795","CE","0","X2G03U2795","2QEDG2webytZg","","2465"
,"N/A",,,"N/A","","20220830","C","X2G03U2796","20221215","2022C","centro","C1902-3","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-3","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2796","CE","0","X2G03U2796","2QEDGhwYxbSFc","","2466"
,"N/A",,,"N/A","","20220830","C","X2G03U2797","20221215","2022C","centro","C1902-4","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-4","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2797","CE","0","X2G03U2797","2QEDGm7fJDw4R","","2467"
,"N/A",,,"N/A","","20220830","C","X2G03U2798","20221215","2022C","centro","C1902-5","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-5","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2798","CE","0","X2G03U2798","2QEDG655CSplE","","2468"
,"N/A",,,"N/A","","20220830","C","X2G03U2799","20221215","2022C","centro","C1902-6","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-6","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2799","CE","0","X2G03U2799","2QEDGyHfb3OBw","","2469"
,"N/A",,,"N/A","","20220830","C","X2G03U2800","20221215","2022C","centro","C1902-7","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-7","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2800","CE","0","X2G03U2800","2QEDGZyEOjjDA","","2470"
,"N/A",,,"N/A","","20220830","C","X2G03U2801","20221215","2022C","centro","C1902-8","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-8","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2801","CE","0","X2G03U2801","2QEDGyhXPjZCw","","2471"
,"N/A",,,"N/A","","20220830","C","X2G03U2802","20221215","2022C","centro","C1902-9","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-9","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2802","CE","0","X2G03U2802","2QEDGPyea1V4J","","2472"
,"N/A",,,"N/A","","20220830","C","X2G03U2803","20221215","2022C","centro","C1902-10","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-10","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2803","CE","0","X2G03U2803","2QEDGTnwcbV6C","","2473"
,"N/A",,,"N/A","","20220830","C","X2G03U2804","20221215","2022C","centro","C1902-11","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-1)-11","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2804","CE","0","X2G03U2804","2QEDGqGMNtwpP","","2474"
,"N/A",,,"N/A","","20220830","C","X2G03U2805","20221215","2022C","centro","C1903-1","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-2)-1","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2805","CE","0","X2G03U2805","2QEDGLFqhbNnS","","2475"
,"N/A",,,"N/A","","20220830","C","X2G03U2806","20221215","2022C","centro","C1903-2","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-2)-2","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2806","CE","0","X2G03U2806","2QEDGPMsBqjBE","","2476"
,"N/A",,,"N/A","","20220830","C","X2G03U2807","20221215","2022C","centro","C1903-3","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-2)-3","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2807","CE","0","X2G03U2807","2QEDG8Izw7cF6","","2477"
,"N/A",,,"N/A","","20220830","C","X2G03U2808","20221215","2022C","centro","C1903-4","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-2)-4","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2808","CE","0","X2G03U2808","2QEDGxtMTThqQ","","2478"
,"N/A",,,"N/A","","20220830","C","X2G03U2809","20221215","2022C","centro","C1903-5","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-2)-5","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2809","CE","0","X2G03U2809","2QEDGUNtqn0LU","","2479"
,"N/A",,,"N/A","","20220830","C","X2G03U2810","20221215","2022C","centro","C1903-6","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-2)-6","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2810","CE","0","X2G03U2810","2QEDGZFecZhTC","","2480"
,"N/A",,,"N/A","","20220830","C","X2G03U2811","20221215","2022C","centro","C1903-7","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-2)-7","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2811","CE","0","X2G03U2811","2QEDGcQGeytbx","","2481"
,"N/A",,,"N/A","","20220830","C","X2G03U2812","20221215","2022C","centro","C1903-8","selfed",,"([(2*CLWQHZN46/CLQRCWQ120)-B]-2)-8","-","-","SLF","","-","-","","SEED_AMOUNT_g","1","SN Centro Experimental","10","20221215","G","40","","Self and bulk","","X2G03U2812","CE","0","X2G03U2812","2QEDGEZXFQ0TI","","2482"
