"HETER_GROUP","REC_PARENT","FORMED_GEN","NOTE_AA_text","QPM_ZN_DONOR","Reference","SOWDATE","YEARCODE","ACCNAME","HARVDATE","PRODSEASON","PRODLOC","PLOTS_IN_TRIAL","ACTION","LNAME","PED","Group Source Preferred Name","Group Source GID","Method Code","Male Parent Preferred Name","Immediate Source Name","Immediate Source GID","Male Parent GID","Units","Lots","Location","Available","Creation Date","Method Group","Method Number","PreferredID","Breeding Method Name","Female Parent Preferred Name","Preferred Name","Location Abbr","GroupID","Cross","GUID","Female Parent GID","GID"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-23","20210325","2020C","centro","A330/A348","cross","BCKX1U550","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-23","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-23","CE","0","X1G02U00002/X1G03U00008","2QEDGTLRFuooI","228","4714"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-24","20210325","2020C","centro","A330/A348","cross","BCKX1U551","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-24","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-24","CE","0","X1G02U00002/X1G03U00008","2QEDGYdBWuoQ6","228","4715"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-25","20210325","2020C","centro","A330/A348","cross","BCKX1U552","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-25","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-25","CE","0","X1G02U00002/X1G03U00008","2QEDGUEvtaE3A","228","4716"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-26","20210325","2020C","centro","A330/A348","cross","BCKX1U553","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-26","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-26","CE","0","X1G02U00002/X1G03U00008","2QEDGrFZmlo4o","228","4717"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-27","20210325","2020C","centro","A330/A348","cross","BCKX1U554","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-27","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-27","CE","0","X1G02U00002/X1G03U00008","2QEDGn4ZXDyyt","228","4718"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-28","20210325","2020C","centro","A330/A348","cross","BCKX1U555","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-28","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-28","CE","0","X1G02U00002/X1G03U00008","2QEDGAUvgakJl","228","4719"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-29","20210325","2020C","centro","A330/A348","cross","BCKX1U556","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-29","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-29","CE","0","X1G02U00002/X1G03U00008","2QEDG7egccRlT","228","4720"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-30","20210325","2020C","centro","A330/A348","cross","BCKX1U557","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-30","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-30","CE","0","X1G02U00002/X1G03U00008","2QEDGnd42fqh1","228","4721"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-31","20210325","2020C","centro","A330/A348","cross","BCKX1U558","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-31","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-31","CE","0","X1G02U00002/X1G03U00008","2QEDGR8vFFNAS","228","4722"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-32","20210325","2020C","centro","A330/A348","cross","BCKX1U559","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-32","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-32","CE","0","X1G02U00002/X1G03U00008","2QEDGxOJbgZNG","228","4723"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-33","20210325","2020C","centro","A330/A348","cross","BCKX1U560","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-33","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-33","CE","0","X1G02U00002/X1G03U00008","2QEDGTv7gpF0h","228","4724"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-34","20210325","2020C","centro","A330/A348","cross","BCKX1U561","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-34","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-34","CE","0","X1G02U00002/X1G03U00008","2QEDG2Bkg8c2V","228","4725"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-35","20210325","2020C","centro","A330/A348","cross","BCKX1U562","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-35","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-35","CE","0","X1G02U00002/X1G03U00008","2QEDGZtERq75k","228","4726"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-36","20210325","2020C","centro","A330/A348","cross","BCKX1U563","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-36","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-36","CE","0","X1G02U00002/X1G03U00008","2QEDGw8qf1MNI","228","4727"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-37","20210325","2020C","centro","A330/A348","cross","BCKX1U564","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-37","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-37","CE","0","X1G02U00002/X1G03U00008","2QEDGxutNhxTa","228","4728"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-38","20210325","2020C","centro","A330/A348","cross","BCKX1U565","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-38","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-38","CE","0","X1G02U00002/X1G03U00008","2QEDGrBBVVuZ9","228","4729"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-39","20210325","2020C","centro","A330/A348","cross","BCKX1U566","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-39","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-39","CE","0","X1G02U00002/X1G03U00008","2QEDGMHKp3RHf","228","4730"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-40","20210325","2020C","centro","A330/A348","cross","BCKX1U567","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-40","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-40","CE","0","X1G02U00002/X1G03U00008","2QEDGO9DpeTEb","228","4731"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-41","20210325","2020C","centro","A330/A348","cross","BCKX1U568","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-41","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-41","CE","0","X1G02U00002/X1G03U00008","2QEDGZW6xgZpb","228","4732"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-42","20210325","2020C","centro","A330/A348","cross","BCKX1U569","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-42","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-42","CE","0","X1G02U00002/X1G03U00008","2QEDGClZYZEaM","228","4733"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-43","20210325","2020C","centro","A330/A348","cross","BCKX1U570","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-43","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-43","CE","0","X1G02U00002/X1G03U00008","2QEDGjVVQtsmy","228","4734"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-44","20210325","2020C","centro","A330/A348","cross","BCKX1U571","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-44","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-44","CE","0","X1G02U00002/X1G03U00008","2QEDGTwnCSLVr","228","4735"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-45","20210325","2020C","centro","A330/A348","cross","BCKX1U572","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-45","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-45","CE","0","X1G02U00002/X1G03U00008","2QEDGi62W1U3w","228","4736"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-46","20210325","2020C","centro","A330/A348","cross","BCKX1U573","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-46","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-46","CE","0","X1G02U00002/X1G03U00008","2QEDGs1xzsYp7","228","4737"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-47","20210325","2020C","centro","A330/A348","cross","BCKX1U574","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-47","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-47","CE","0","X1G02U00002/X1G03U00008","2QEDGBxaEqN34","228","4738"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-48","20210325","2020C","centro","A330/A348","cross","BCKX1U575","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-48","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-48","CE","0","X1G02U00002/X1G03U00008","2QEDGL89N3cIq","228","4739"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-49","20210325","2020C","centro","A330/A348","cross","BCKX1U576","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-49","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-49","CE","0","X1G02U00002/X1G03U00008","2QEDG1VfVYhiP","228","4740"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-50","20210325","2020C","centro","A330/A348","cross","BCKX1U577","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-50","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-50","CE","0","X1G02U00002/X1G03U00008","2QEDGHKHX8pq5","228","4741"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-51","20210325","2020C","centro","A330/A348","cross","BCKX1U578","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-51","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-51","CE","0","X1G02U00002/X1G03U00008","2QEDGmjVB2RxU","228","4742"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-52","20210325","2020C","centro","A330/A348","cross","BCKX1U579","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-52","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-52","CE","0","X1G02U00002/X1G03U00008","2QEDGjngOevMr","228","4743"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-53","20210325","2020C","centro","A330/A348","cross","BCKX1U580","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-53","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-53","CE","0","X1G02U00002/X1G03U00008","2QEDGKEiVMdk6","228","4744"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-54","20210325","2020C","centro","A330/A348","cross","BCKX1U581","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-54","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-54","CE","0","X1G02U00002/X1G03U00008","2QEDGcBvDU7QO","228","4745"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-55","20210325","2020C","centro","A330/A348","cross","BCKX1U582","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-55","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-55","CE","0","X1G02U00002/X1G03U00008","2QEDGVkyyR4n7","228","4746"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-56","20210325","2020C","centro","A330/A348","cross","BCKX1U583","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-56","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-56","CE","0","X1G02U00002/X1G03U00008","2QEDGzgOVQx9p","228","4747"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-57","20210325","2020C","centro","A330/A348","cross","BCKX1U584","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-57","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-57","CE","0","X1G02U00002/X1G03U00008","2QEDGGJEktVSM","228","4748"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-58","20210325","2020C","centro","A330/A348","cross","BCKX1U585","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-58","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-58","CE","0","X1G02U00002/X1G03U00008","2QEDGHklRgDh1","228","4749"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-59","20210325","2020C","centro","A330/A348","cross","BCKX1U586","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-59","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-59","CE","0","X1G02U00002/X1G03U00008","2QEDGt8UozZXl","228","4750"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-60","20210325","2020C","centro","A330/A348","cross","BCKX1U587","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-60","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-60","CE","0","X1G02U00002/X1G03U00008","2QEDG1BnVcXXG","228","4751"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-61","20210325","2020C","centro","A330/A348","cross","BCKX1U588","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-61","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-61","CE","0","X1G02U00002/X1G03U00008","2QEDG4KwGe6yA","228","4752"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-62","20210325","2020C","centro","A330/A348","cross","BCKX1U589","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-62","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-62","CE","0","X1G02U00002/X1G03U00008","2QEDGHW4O2d5S","228","4753"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-63","20210325","2020C","centro","A330/A348","cross","BCKX1U590","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-63","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-63","CE","0","X1G02U00002/X1G03U00008","2QEDGHE0VgsGJ","228","4754"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-64","20210325","2020C","centro","A330/A348","cross","BCKX1U591","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-64","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-64","CE","0","X1G02U00002/X1G03U00008","2QEDGcCfM42yd","228","4755"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-65","20210325","2020C","centro","A330/A348","cross","BCKX1U592","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-65","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-65","CE","0","X1G02U00002/X1G03U00008","2QEDGS6hVSu1o","228","4756"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-66","20210325","2020C","centro","A330/A348","cross","BCKX1U593","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-66","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-66","CE","0","X1G02U00002/X1G03U00008","2QEDGXYRVIEoa","228","4757"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-67","20210325","2020C","centro","A330/A348","cross","BCKX1U594","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-67","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-67","CE","0","X1G02U00002/X1G03U00008","2QEDGaa6kqmdw","228","4758"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-68","20210325","2020C","centro","A330/A348","cross","BCKX1U595","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-68","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-68","CE","0","X1G02U00002/X1G03U00008","2QEDG32jKsz6s","228","4759"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-69","20210325","2020C","centro","A330/A348","cross","BCKX1U596","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-69","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-69","CE","0","X1G02U00002/X1G03U00008","2QEDG5etxOTi2","228","4760"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-70","20210325","2020C","centro","A330/A348","cross","BCKX1U597","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-70","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-70","CE","0","X1G02U00002/X1G03U00008","2QEDGfSMa9UW8","228","4761"
"A","CLWNHZN44","BC2F1","this mark ""[ ]"" means is an hybrid not a line. For lines we used ""( )""","((CLWQHZN44/CLWQHZN69)//CLWQHZN44) F2","","20201109","A330/A348","X1G05U00001-71","20210325","2020C","centro","A330/A348","cross","BCKX1U598","[(CLWQHZN44/CLWQHZN69)//CLWQHZN44*2]-71","-","-","BCR","X1G03U00008","-","-","3702","","0","SN Centro Experimental","0","20210325","G","107","","Backcross","X1G02U00002","X1G05U00001-71","CE","0","X1G02U00002/X1G03U00008","2QEDGTh6YPgkF","228","4762"
